Sample,Task,Mean Tonic,Max Slope,Num Peaks,Mean Amplitude,Std Amplitude,Total Power,EDASymp Power,subject_id,Mean Tonic_norm,Max Slope_norm,Num Peaks_norm,Mean Amplitude_norm,Std Amplitude_norm,Total Power_norm,EDASymp Power_norm
s26,task3,2.137641250980809,0.1445999180525041,10,0.5941515606385389,0.2003543694975925,0.0633429167663903,0.0449018777947299,s26,0.9999999928927662,0.9999999128139944,0.7499999990624999,0.8917475837845069,0.40685295452744935,0.9999998373277662,0.9999997718769366
s27,rest0,1.06128117991303,0.0182434588563626,4,0.0857901229245461,0.0358305248593649,0.0004592221086982,0.0002512911100021,s27,0.11098623047226026,0.008126922895311183,0.0,0.011156668949909423,0.0,0.0,0.0
s27,task1,1.0041815168080026,0.0232855840143139,14,0.1077091804070362,0.0746956599052159,0.0029892999738822,0.0018618567628216,s27,0.09586751246791679,0.01608832449677071,0.7692307686390532,0.050866137126104674,0.08141762732516812,0.041255215005762166,0.03992236463647182
s27,task2,0.6421136044980816,0.0130965055385364,17,0.0796318015151253,0.0413711524923182,0.0011331183491782,0.0006411020221981,s27,0.0,0.0,0.9999999992307692,0.0,0.011606926239549432,0.010988489593602022,0.009662551382938563
s27,task3,4.4188665631441735,0.6464177887423548,13,0.631617463678571,0.5131858041584534,0.0617866797956469,0.0405937224329326,s27,0.9999999973522229,0.9999999842102261,0.6923076917751478,0.9999999818835876,0.9999999790512429,0.9999998369409274,0.9999997521220909
s28,rest0,0.3496979042991441,0.0013110246136957,42,0.0050895859281589,0.0015734608718899,8.271657156720277e-06,5.58221257327591e-06,s28,0.9112413570347827,0.0,0.9999999997560975,0.0,0.02033566691822387,0.0,0.0
s28,task1,0.3232616781111325,0.0134603037642727,6,0.0430948252863006,0.0298688131760809,0.0001768972355424,9.328775378053672e-05,s28,0.7286564435335251,0.9701669428443405,0.12195121948245093,0.05266262704281961,0.38602945064778166,0.18614980852451246,0.22795689656999196
s28,task2,0.217760483159055,0.0058292429066101,8,0.05366519375965,0.0773744315768257,0.0002200268938601,9.872833911212152e-05,s28,0.0,0.3607972106009234,0.1707317072754313,0.0673096436652245,0.9999998707583565,0.23376166975237772,0.2420976102653955
s28,task3,0.3625491398734576,0.0138338894036341,1,0.7267633983760954,0.0,0.0009141211889084,0.0003903183752336,s28,0.9999999309338209,0.9999992014613124,0.0,0.9999999861433244,0.0,0.999988960760858,0.9999740088375909
s29,rest0,0.8799186726542565,0.0070420785891663,10,0.0169867258387923,0.010771034648212,5.893117484652674e-05,4.01880641000597e-05,s29,0.0,0.0,0.9999999987499999,0.0,0.0,0.0,0.0
s29,task1,1.2162819445218145,0.0433634922487411,2,0.2432068908925851,0.0988244942364018,0.0021232292800118,0.0016738875767653,s29,0.23798414460042108,0.3469921350709349,0.0,0.9246871058093042,0.5971567884078963,0.21571950133156784,0.268884980418361
s29,task2,1.509280578456658,0.0244063676511367,9,0.1086966138240492,0.1047868180666876,0.0010962461388398,0.0006079091907652,s29,0.44528688868102706,0.1658875888497707,0.8749999989062499,0.37486910539127855,0.6375917942167866,0.10839958928242423,0.09343926642752558
s29,task3,2.2933038796917904,0.111717102944483,10,0.2616318110635175,0.158225531232576,0.0096282836683764,0.0061160083693977,s29,0.999999992924788,0.9999999044662363,0.9999999987499999,0.9999999591244616,0.999999932182473,0.9999989549983077,0.999998354134415
s3,rest0,0.5019790253173629,0.0009420290695515,98,0.0062043775436492,0.0015607656294462,1.599245613472038e-06,4.33362321861989e-07,s3,0.018284685462647863,0.0,0.999999999883721,0.0,0.0,0.0,0.0
s3,task1,0.4794208708088804,0.0057239274300967,12,0.0269903032689847,0.0204061944499175,0.0001005351642135,4.266944812705752e-05,s3,0.0,0.20764172198347175,0.0,0.12407783758544869,0.19272874175444793,0.031471641528340144,0.034080116263495275
s3,task2,0.9491928478865364,0.0079390203903003,14,0.0793472388987427,0.0638911792288904,0.0006399640768844,0.0002640970843427,s3,0.3807772855178027,0.30382647580532035,0.02325581395078421,0.4366131290794747,0.6374417000798596,0.20306466466721929,0.2127491250581443
s3,task3,1.7131393491342364,0.0239715832383838,13,0.1737276426895499,0.0993428956928204,0.003145242191423,0.0012397409009899,s3,0.9999999918944232,0.9999995657755427,0.011627906975392104,0.9999999403068023,0.9999998977318354,0.9999968189872825,0.9999919310429426
s4,rest0,0.1464181467851585,0.0014224876429269,44,0.0051201563098308,0.0020531945076705,8.490986276376531e-07,2.580152546881132e-07,s4,0.0,0.0,0.9999999996969696,0.0,0.0,0.0,0.0
s4,task1,0.1613580407935226,0.0028104011908119,11,0.0238608620275447,0.019380733412465,4.412016290400214e-05,2.5121661618801302e-05,s4,0.026829225249723573,0.03858893689378383,0.0,0.26590376963775614,0.3291800103925728,0.04228753891501534,0.05415922091836808
s4,task2,0.343034707169854,0.0097595482365589,15,0.0215712707993448,0.0202282127224591,0.0001574889484512,8.565595761894836e-05,s4,0.35308617205942866,0.23179996017588717,0.12121212117539026,0.23341774975791568,0.3452800029884143,0.1530795199015746,0.18601801034121965
s4,task3,0.7032696250150702,0.037389095528909,11,0.0755994243706292,0.0546916751746161,0.0010240971407503,0.0004593322846091,s4,0.9999999820418904,0.9999997219644051,0.0,0.9999998581143242,0.999999810024948,0.9999902272940077,0.9999782175067465
s5,rest0,0.2069786796214701,0.0007031682987339,24,0.0057047015464666,0.0022058488552152,9.393734362306696e-07,3.9064858181996755e-07,s5,0.0,0.0,0.9999999995454545,0.0,0.0,0.0,0.0
s5,task1,0.2532872374722912,0.0080584229976595,7,0.0360930081626306,0.0194603802759499,5.8095071805720345e-05,2.2866841749914472e-05,s5,0.2991356907508513,0.7061102408418007,0.22727272716942148,0.31151724936331066,0.2656342736751066,0.28247730896044093,0.23031833243358915
