hidden,beta,epochs,lr,encoding,T,max_spikes,n_pop,sigma,accuracy,balanced_accuracy,macro_f1,weighted_f1,n_predictions,n_subjects,config_id,n_features,input_channels
64,0.9,50,0.0005,population,30,6,3,0.25,0.4051724137931034,0.4051724137931034,0.36576081576081576,0.36576081576081576,116,29,191,7,21
64,0.9,50,0.0005,population,30,10,3,0.25,0.4051724137931034,0.4051724137931034,0.3654761904761905,0.3654761904761905,116,29,192,7,21
16,0.85,100,0.0005,population,30,10,3,0.25,0.4051724137931034,0.4051724137931034,0.3774068067699887,0.3774068067699887,116,29,12,7,21
32,0.95,50,0.001,population,30,4,3,0.25,0.39655172413793105,0.39655172413793105,0.35360644510129047,0.35360644510129047,116,29,139,7,21
16,0.95,100,0.0005,population,30,10,3,0.25,0.39655172413793105,0.39655172413793105,0.3490080971659919,0.34900809716599196,116,29,66,7,21
64,0.95,50,0.0005,population,30,4,3,0.25,0.39655172413793105,0.39655172413793105,0.35787324374933754,0.35787324374933754,116,29,217,7,21
16,0.9,100,0.001,population,30,4,3,0.25,0.39655172413793105,0.396551724137931,0.3567014200122659,0.35670142001226585,116,29,40,7,21
32,0.95,100,0.0005,population,30,4,3,0.25,0.3879310344827586,0.3879310344827586,0.34887771110237015,0.3488777111023702,116,29,145,7,21
64,0.85,50,0.0005,population,30,10,3,0.25,0.3879310344827586,0.3879310344827586,0.3413172020360724,0.34131720203607235,116,29,165,7,21
32,0.9,50,0.001,population,30,4,3,0.25,0.3793103448275862,0.3793103448275862,0.3089387870696282,0.3089387870696282,116,29,112,7,21
16,0.9,50,0.001,population,30,10,3,0.25,0.3793103448275862,0.3793103448275862,0.34167064819238735,0.34167064819238735,116,29,33,7,21
32,0.9,50,0.0005,population,30,6,3,0.25,0.3706896551724138,0.3706896551724138,0.31847045101217114,0.3184704510121712,116,29,110,7,21
16,0.95,50,0.001,population,30,10,3,0.25,0.3706896551724138,0.3706896551724138,0.3324118673088925,0.33241186730889244,116,29,60,7,21
16,0.85,100,0.0005,population,30,6,3,0.25,0.3620689655172414,0.3620689655172414,0.3278098653690339,0.32780986536903395,116,29,11,7,21
32,0.85,50,0.0005,population,30,10,3,0.25,0.3620689655172414,0.3620689655172414,0.3048829701372074,0.30488297013720733,116,29,84,7,21
64,0.85,50,0.0005,population,30,6,3,0.25,0.3620689655172414,0.3620689655172414,0.30092183610357204,0.30092183610357204,116,29,164,7,21
16,0.85,100,0.001,population,30,4,3,0.25,0.3620689655172414,0.3620689655172413,0.31346616557466794,0.313466165574668,116,29,13,7,21
16,0.85,50,0.001,population,30,10,3,0.25,0.3620689655172414,0.3620689655172413,0.29016705781411667,0.2901670578141166,116,29,6,7,21
32,0.95,50,0.0005,population,30,10,3,0.25,0.3620689655172414,0.3620689655172413,0.3125923689929968,0.3125923689929969,116,29,138,7,21
16,0.9,100,0.0005,population,30,6,3,0.25,0.35344827586206895,0.353448275862069,0.31799575306367844,0.31799575306367844,116,29,38,7,21
32,0.9,50,0.0005,population,30,4,3,0.25,0.35344827586206895,0.35344827586206895,0.3049588455753944,0.3049588455753944,116,29,109,7,21
16,0.9,50,0.001,population,30,6,3,0.25,0.35344827586206895,0.35344827586206895,0.3148550415992276,0.31485504159922756,116,29,32,7,21
16,0.95,100,0.0005,population,30,6,3,0.25,0.35344827586206895,0.35344827586206895,0.3271568345625549,0.32715683456255484,116,29,65,7,21
32,0.95,50,0.0005,population,30,6,3,0.25,0.35344827586206895,0.35344827586206895,0.313852462971004,0.313852462971004,116,29,137,7,21
16,0.9,50,0.0005,population,30,10,3,0.25,0.3448275862068966,0.3448275862068966,0.3001312204056107,0.3001312204056107,116,29,30,7,21
32,0.9,50,0.0005,population,30,10,3,0.25,0.3448275862068966,0.3448275862068966,0.2842440982684885,0.2842440982684885,116,29,111,7,21
64,0.85,50,0.0005,population,30,4,3,0.25,0.3448275862068966,0.3448275862068965,0.27952828672452584,0.27952828672452584,116,29,163,7,21
16,0.9,100,0.0005,population,30,4,3,0.25,0.3448275862068966,0.3448275862068965,0.3014880926293254,0.30148809262932547,116,29,37,7,21
16,0.95,50,0.001,population,30,6,3,0.25,0.33620689655172414,0.3362068965517242,0.29893926562873213,0.2989392656287321,116,29,59,7,21
16,0.9,50,0.001,population,30,4,3,0.25,0.33620689655172414,0.33620689655172414,0.29507239506142535,0.29507239506142535,116,29,31,7,21
32,0.85,50,0.0005,population,30,4,3,0.25,0.33620689655172414,0.33620689655172414,0.26191336162641754,0.26191336162641754,116,29,82,7,21
16,0.95,50,0.0005,population,30,10,3,0.25,0.3275862068965517,0.3275862068965517,0.294778430292449,0.294778430292449,116,29,57,7,21
32,0.85,50,0.0005,population,30,6,3,0.25,0.3275862068965517,0.3275862068965517,0.2683192710282494,0.2683192710282493,116,29,83,7,21
16,0.85,50,0.001,population,30,4,3,0.25,0.31896551724137934,0.31896551724137934,0.2513888888888889,0.2513888888888889,116,29,4,7,21
16,0.85,50,0.001,population,30,6,3,0.25,0.31896551724137934,0.31896551724137934,0.2651557249080469,0.2651557249080469,116,29,5,7,21
16,0.85,50,0.0005,population,30,10,3,0.25,0.3103448275862069,0.3103448275862069,0.2334034854526658,0.23340348545266576,116,29,3,7,21
16,0.9,50,0.0005,population,30,6,3,0.25,0.3103448275862069,0.3103448275862069,0.2869121861599637,0.28691218615996367,116,29,29,7,21
16,0.95,50,0.0005,population,30,6,3,0.25,0.3017241379310345,0.3017241379310345,0.2599290590996373,0.25992905909963726,116,29,56,7,21
32,0.95,50,0.0005,population,30,4,3,0.25,0.29310344827586204,0.29310344827586204,0.25911627809018345,0.25911627809018345,116,29,136,7,21
16,0.85,50,0.0005,population,30,6,3,0.25,0.29310344827586204,0.29310344827586204,0.2229947306791569,0.2229947306791569,116,29,2,7,21
16,0.95,50,0.0005,population,30,4,3,0.25,0.28448275862068967,0.28448275862068967,0.2568707376634206,0.2568707376634206,116,29,55,7,21
16,0.85,100,0.0005,population,30,4,3,0.25,0.28448275862068967,0.28448275862068967,0.2212895098488319,0.2212895098488319,116,29,10,7,21
16,0.85,50,0.0005,population,30,4,3,0.25,0.28448275862068967,0.2844827586206896,0.21072452322452323,0.2107245232245232,116,29,1,7,21
16,0.95,50,0.001,population,30,4,3,0.25,0.28448275862068967,0.2844827586206896,0.24082204961243653,0.24082204961243653,116,29,58,7,21
16,0.9,50,0.0005,population,30,4,3,0.25,0.27586206896551724,0.27586206896551724,0.2227102102102102,0.2227102102102102,116,29,28,7,21
16,0.95,100,0.0005,population,30,4,3,0.25,0.27586206896551724,0.27586206896551724,0.2468067978533095,0.24680679785330947,116,29,64,7,21
