hidden,beta,epochs,lr,encoding,T,max_spikes,n_pop,sigma,accuracy,balanced_accuracy,macro_f1,weighted_f1,n_predictions,n_subjects,config_id,n_features,input_channels
64,0.9,100,0.001,population,30,6,3,0.25,0.5258620689655172,0.5258620689655172,0.500765058647147,0.500765058647147,116,29,203,7,21
32,0.95,100,0.0005,population,30,10,3,0.25,0.5258620689655172,0.5258620689655172,0.4979145854145854,0.49791458541458544,116,29,147,7,21
32,0.9,200,0.005,population,30,4,3,0.25,0.5258620689655172,0.5258620689655172,0.5090071877322067,0.5090071877322068,116,29,133,7,21
64,0.85,100,0.0005,population,30,10,3,0.25,0.5258620689655172,0.5258620689655172,0.5068306010928961,0.5068306010928962,116,29,174,7,21
32,0.85,100,0.001,population,30,4,3,0.25,0.5258620689655172,0.5258620689655172,0.5115015872630486,0.5115015872630486,116,29,94,7,21
32,0.85,50,0.005,population,30,4,3,0.25,0.5258620689655172,0.5258620689655172,0.49730766268422744,0.49730766268422744,116,29,88,7,21
16,0.95,100,0.005,population,30,4,3,0.25,0.5258620689655172,0.5258620689655171,0.5042333305190283,0.5042333305190282,116,29,70,7,21
32,0.9,50,0.005,population,30,4,3,0.25,0.5258620689655172,0.5258620689655171,0.49224711478986843,0.49224711478986843,116,29,115,7,21
16,0.85,200,0.001,population,30,4,3,0.25,0.5172413793103449,0.5172413793103449,0.49218940692849444,0.4921894069284944,116,29,22,7,21
64,0.85,100,0.0005,population,30,6,3,0.25,0.5172413793103449,0.5172413793103449,0.49816672860151123,0.49816672860151123,116,29,173,7,21
64,0.95,50,0.001,population,30,4,3,0.25,0.5172413793103449,0.5172413793103449,0.48605475837044365,0.4860547583704437,116,29,220,7,21
