hidden,beta,epochs,lr,encoding,T,max_spikes,n_pop,sigma,accuracy,balanced_accuracy,macro_f1,weighted_f1,n_predictions,n_subjects,config_id,n_features,input_channels
16,0.95,100,0.0005,population,30,10,3,0.25,0.4051724137931034,0.4051724137931034,0.36786196259880466,0.3678619625988047,116,29,66,7,21
16,0.85,100,0.001,population,30,4,3,0.25,0.39655172413793105,0.39655172413793105,0.35145839242453025,0.3514583924245302,116,29,13,7,21
64,0.95,50,0.0005,population,30,10,3,0.25,0.39655172413793105,0.39655172413793105,0.34774436090225563,0.34774436090225563,116,29,219,7,21
16,0.9,100,0.001,population,30,4,3,0.25,0.39655172413793105,0.39655172413793105,0.3612804878048781,0.36128048780487804,116,29,40,7,21
64,0.95,50,0.0005,population,30,4,3,0.25,0.39655172413793105,0.39655172413793105,0.3460464973622869,0.3460464973622868,116,29,217,7,21
16,0.95,100,0.001,population,30,4,3,0.25,0.39655172413793105,0.39655172413793105,0.3378661211380529,0.337866121138053,116,29,67,7,21
32,0.9,50,0.0005,population,30,10,3,0.25,0.39655172413793105,0.39655172413793105,0.34701549297242107,0.34701549297242107,116,29,111,7,21
32,0.9,50,0.001,population,30,4,3,0.25,0.39655172413793105,0.39655172413793105,0.34375379939209727,0.34375379939209727,116,29,112,7,21
16,0.85,100,0.0005,population,30,6,3,0.25,0.3879310344827586,0.3879310344827587,0.3613078356697188,0.36130783566971886,116,29,11,7,21
32,0.95,100,0.0005,population,30,4,3,0.25,0.3879310344827586,0.3879310344827586,0.3317447464815886,0.3317447464815886,116,29,145,7,21
32,0.85,50,0.001,population,30,4,3,0.25,0.3879310344827586,0.38793103448275856,0.32946470611975837,0.32946470611975837,116,29,85,7,21
16,0.9,50,0.001,population,30,10,3,0.25,0.3793103448275862,0.37931034482758624,0.3439102564102564,0.3439102564102564,116,29,33,7,21
16,0.95,50,0.001,population,30,10,3,0.25,0.3793103448275862,0.3793103448275862,0.3510714285714286,0.3510714285714286,116,29,60,7,21
16,0.85,50,0.001,population,30,6,3,0.25,0.3793103448275862,0.3793103448275862,0.3480472743630638,0.3480472743630638,116,29,5,7,21
16,0.85,100,0.0005,population,30,10,3,0.25,0.3706896551724138,0.3706896551724138,0.339824611876525,0.33982461187652513,116,29,12,7,21
64,0.9,50,0.0005,population,30,4,3,0.25,0.3706896551724138,0.3706896551724138,0.3238835866619536,0.3238835866619536,116,29,190,7,21
16,0.9,100,0.0005,population,30,6,3,0.25,0.3706896551724138,0.3706896551724138,0.3391531586123314,0.3391531586123314,116,29,38,7,21
32,0.85,50,0.001,population,30,6,3,0.25,0.3706896551724138,0.37068965517241376,0.3292355155247966,0.32923551552479663,116,29,86,7,21
32,0.9,50,0.0005,population,30,6,3,0.25,0.3620689655172414,0.36206896551724144,0.31253683303866897,0.31253683303866897,116,29,110,7,21
16,0.9,50,0.001,population,30,6,3,0.25,0.3620689655172414,0.3620689655172414,0.3187631027253669,0.3187631027253669,116,29,32,7,21
64,0.85,50,0.0005,population,30,10,3,0.25,0.3620689655172414,0.3620689655172414,0.32186807095343684,0.3218680709534368,116,29,165,7,21
64,0.85,50,0.0005,population,30,6,3,0.25,0.3620689655172414,0.3620689655172414,0.2953174585906685,0.2953174585906685,116,29,164,7,21
32,0.95,50,0.0005,population,30,6,3,0.25,0.3620689655172414,0.3620689655172414,0.32592695245134273,0.32592695245134273,116,29,137,7,21
32,0.95,50,0.0005,population,30,10,3,0.25,0.35344827586206895,0.35344827586206895,0.3032363977485929,0.30323639774859285,116,29,138,7,21
16,0.95,100,0.0005,population,30,6,3,0.25,0.35344827586206895,0.35344827586206895,0.31198674137314975,0.3119867413731498,116,29,65,7,21
16,0.85,50,0.001,population,30,10,3,0.25,0.35344827586206895,0.35344827586206895,0.30257050528789664,0.30257050528789664,116,29,6,7,21
64,0.85,50,0.0005,population,30,4,3,0.25,0.35344827586206895,0.35344827586206895,0.28282767870088443,0.28282767870088443,116,29,163,7,21
32,0.85,50,0.0005,population,30,10,3,0.25,0.35344827586206895,0.35344827586206895,0.2960245636716225,0.2960245636716225,116,29,84,7,21
16,0.95,50,0.0005,population,30,10,3,0.25,0.33620689655172414,0.3362068965517242,0.30399470696069,0.30399470696069,116,29,57,7,21
16,0.9,50,0.0005,population,30,6,3,0.25,0.33620689655172414,0.33620689655172414,0.30264192764192765,0.30264192764192765,116,29,29,7,21
32,0.9,50,0.0005,population,30,4,3,0.25,0.33620689655172414,0.33620689655172414,0.2855068564139361,0.2855068564139361,116,29,109,7,21
16,0.9,50,0.0005,population,30,10,3,0.25,0.3275862068965517,0.32758620689655177,0.2901315789473684,0.2901315789473684,116,29,30,7,21
32,0.85,50,0.0005,population,30,4,3,0.25,0.3275862068965517,0.3275862068965517,0.24797370133832322,0.2479737013383232,116,29,82,7,21
16,0.9,50,0.0005,population,30,4,3,0.25,0.31896551724137934,0.31896551724137934,0.26879695996401776,0.26879695996401776,116,29,28,7,21
16,0.9,100,0.0005,population,30,4,3,0.25,0.31896551724137934,0.31896551724137934,0.2743475690543672,0.2743475690543672,116,29,37,7,21
32,0.85,50,0.0005,population,30,6,3,0.25,0.31896551724137934,0.31896551724137934,0.25717602830605923,0.2571760283060593,116,29,83,7,21
16,0.85,50,0.0005,population,30,10,3,0.25,0.31896551724137934,0.31896551724137934,0.25409300022303116,0.25409300022303116,116,29,3,7,21
16,0.95,50,0.001,population,30,6,3,0.25,0.31896551724137934,0.31896551724137934,0.2812434855117782,0.2812434855117782,116,29,59,7,21
16,0.85,100,0.0005,population,30,4,3,0.25,0.31896551724137934,0.31896551724137934,0.25172354557947774,0.2517235455794778,116,29,10,7,21
32,0.95,50,0.0005,population,30,4,3,0.25,0.3103448275862069,0.3103448275862069,0.2703748279018607,0.2703748279018607,116,29,136,7,21
16,0.9,50,0.001,population,30,4,3,0.25,0.3017241379310345,0.3017241379310345,0.24071410564603984,0.24071410564603982,116,29,31,7,21
16,0.85,50,0.001,population,30,4,3,0.25,0.3017241379310345,0.3017241379310345,0.2339355155170006,0.23393551551700054,116,29,4,7,21
16,0.95,100,0.0005,population,30,4,3,0.25,0.29310344827586204,0.2931034482758621,0.2627058718224132,0.2627058718224132,116,29,64,7,21
16,0.95,50,0.0005,population,30,6,3,0.25,0.29310344827586204,0.2931034482758621,0.25530699829765247,0.25530699829765247,116,29,56,7,21
16,0.85,50,0.0005,population,30,6,3,0.25,0.29310344827586204,0.29310344827586204,0.22602793013576072,0.22602793013576067,116,29,2,7,21
16,0.85,50,0.0005,population,30,4,3,0.25,0.29310344827586204,0.29310344827586204,0.22546397272333102,0.225463972723331,116,29,1,7,21
16,0.95,50,0.0005,population,30,4,3,0.25,0.2672413793103448,0.26724137931034486,0.23474028056832147,0.2347402805683215,116,29,55,7,21
16,0.95,50,0.001,population,30,4,3,0.25,0.25862068965517243,0.25862068965517243,0.2171179179408806,0.21711791794088062,116,29,58,7,21
