model,accuracy,balanced_accuracy,macro_f1,weighted_f1
LogisticRegression,0.6120689655172413,0.6120689655172414,0.5774069395649943,0.5774069395649943
LinearSVM,0.5948275862068966,0.5948275862068966,0.5600417092218968,0.5600417092218968
RBFSVM,0.5603448275862069,0.5603448275862069,0.5273140488594762,0.5273140488594762
