Sample,Task,Mean Tonic,Max Slope,Num Peaks,Mean Amplitude,Std Amplitude,Total Power,EDASymp Power,subject_id,Mean Tonic_norm,Max Slope_norm,Num Peaks_norm,Mean Amplitude_norm,Std Amplitude_norm,Total Power_norm,EDASymp Power_norm,EDASymp_Ratio,EDASymp_Ratio_norm
s14,task2,0.3098294317632699,0.0503344648864497,13,0.0373822756299818,0.0221271655207868,0.0001506779544942,8.221609525828096e-05,s14,0.0,0.423440369945561,0.5555555552469136,0.0,0.0,0.0,0.0,0.5456411655482389,0.273498842232838
s14,task3,1.2254773141977209,0.0773084388989122,21,0.0686246833519577,0.0524624717266466,0.0025631826862585,0.0012369286879083,s14,0.9999999890787713,0.9999997862534397,0.9999999994444444,0.24419513749983512,0.4623580122518349,0.3952282276908254,0.2637258862504088,0.48257531312810176,0.0
s15,rest0,0.0818251003528866,0.0003428286289563,83,0.0038324964658668,0.0009522890581583,8.73015382475295e-07,4.421273126586543e-07,s15,0.0,0.0,0.9999999998666668,0.0,0.0,0.0,0.0,0.5064364444170849,0.43440199757115927
s15,task1,0.1347569132827475,0.0103790713197095,8,0.0124761975714097,0.0101515224794029,1.2776460730285105e-05,5.381641279076395e-06,s15,0.07869374497435846,0.41932772854831196,0.0,0.17791698258144256,0.2566933384931582,0.007891115986956297,0.0053032175702891204,0.4212153092682809,0.0
s15,task2,0.4952593955887573,0.0095365034862435,21,0.0318573871703718,0.0178096695247544,0.0001689556812047,7.867046832770305e-05,s15,0.6146529127210595,0.3841241103575431,0.17333333331022224,0.5768482656258018,0.4703845496763647,0.11142654690677732,0.08398840764214312,0.4656278338859834,0.22638620545737953
s15,task3,0.7544555890933922,0.0242769446298723,12,0.0524152635573465,0.0367897241404731,0.0015093246027531,0.0009318504409966,s15,0.9999999851329964,0.9999995821865398,0.053333333326222226,0.9999997941657394,0.9999997209622511,0.9999933707294347,0.9999892636854428,0.6173956474832865,0.9999999490264948
s16,rest0,0.0909490787308358,0.0029216323335655,4,0.0040066130443554,0.0019124137237016,1.186748722495396e-05,5.924316018265577e-06,s16,0.6119139904680967,0.0,0.0,0.0,0.0,0.0,0.0,0.49920555268034067,0.5468220020268337
s16,task1,0.0562440763668684,0.0143938776549299,11,0.0401194034750977,0.0319356636752338,0.0002908800712581,0.0001588107674824,s16,0.0,0.9470985636780991,0.7777777769135802,0.9999997230898772,0.9999996669249103,0.9999641606071614,0.9999345962584204,0.5459664742570817,0.7483394987315656
s16,task2,0.0814359846340252,0.0150346650107832,13,0.0352644500780135,0.0297520810891859,0.0001671747070191,6.224228668991143e-05,s16,0.4441803793469014,0.9999991744435922,0.9999999988888888,0.8655611489783206,0.9272699703638789,0.5566116460870298,0.3683406000096516,0.37231880005915813,0.0
s16,task3,0.1129595572766596,0.0066530041175559,10,0.032817479383579,0.0275985122303734,0.0001230715074922,7.437983754447724e-05,s16,0.9999998236813287,0.30804578861167486,0.6666666659259258,0.7978020534430037,0.8555399562918196,0.3985484567587394,0.44772472395979424,0.6043627680828441,0.9999999569047209
s17,rest0,0.866012553079537,0.0236792976159949,9,0.0554537319609777,0.0557033246086764,0.0011154411117157,0.0006445477261984,s17,0.0,0.3837274826421266,0.0,0.0,0.0,0.14421286406185818,0.21147285239459884,0.5778411059541788,0.6151543601370829
s17,task1,1.2191391393139692,0.0189868843657458,12,0.2032706772109366,0.183837021837045,0.0045314568927017,0.0022051446391645,s17,0.7047077123171683,0.2387448136531986,0.9999999966666667,0.9999999323487622,0.9999999219565233,0.9999974947872446,0.9999949473045323,0.4866303908196598,0.26257044654155215
s17,task2,0.9204821392402686,0.0112598275055905,11,0.06524918488507,0.0557853754136457,0.0005397899469607,0.0002260129980614,s17,0.10870078592357554,0.0,0.6666666644444444,0.06626745157568809,0.0006403530089320151,0.0,0.0,0.4187054592536709,0.0
s17,task3,1.3671090687203693,0.0436251566386937,12,0.097007641282318,0.071470097025355,0.0024574394607063,0.0016646637622296,s17,0.9999999800437649,0.9999996910274921,0.9999999966666667,0.28111734036919184,0.12304937364044259,0.4804120022267019,0.7269064195760893,0.6773976686586437,0.9999999613440249
s18,rest0,0.3739950593159905,0.0153554196491163,5,0.0934623352408792,0.0242886069126024,0.0004805824508919,0.0003196787143891,s18,0.0,0.0,0.0,0.47504615369505737,0.007850473025648397,0.05975891005611208,0.07366735921745433,0.6651901523466509,0.8239014720752005
s18,task1,0.688538697800076,0.0309346221462485,6,0.1545357024488449,0.1235006841377576,0.0029885019731794,0.0021772216844372,s18,0.40173098909232363,0.2071141286272866,0.06666666662222222,0.9999999140453877,0.9999998999971118,0.5698965070205025,0.6193227279134095,0.7285327910934487,0.9999999721990585
s18,task2,0.5784801577865111,0.0290709540424619,20,0.0381952424478145,0.0235035822833466,0.0001867979150095,6.88971898465655e-05,s18,0.26116567246156447,0.18233802115726158,0.9999999993333333,0.0,0.0,0.0,0.0,0.3688327542319133,0.0
s18,task3,1.1569658606909596,0.0905757850063564,6,0.1311920613502991,0.1029046102959705,0.0051029508036322,0.0034731292748963,s18,0.9999999872281318,0.9999998670572974,0.06666666662222222,0.7993505518901629,0.7940332129614545,0.9999979658932736,0.9999970624885804,0.6806119454930996,0.8667755091541702
s19,rest0,0.4152567720124516,0.0061728214286365,12,0.0074986826986642,0.0046681751420329,5.151602137527193e-06,2.1417414423640683e-06,s19,0.0,0.008661936083071127,0.3999999996,0.0,0.0,0.0,0.0,0.41574270866527185,0.0
s19,task1,0.435955419165451,0.0057077151720961,15,0.0197889649194472,0.0134427257288729,7.736483887202698e-05,4.177534399407388e-05,s19,0.010878626778926039,0.0,0.6999999992999999,0.050702877232360485,0.06465178047638774,0.008596117182011144,0.007616964036571241,0.5399784199537743,0.6104160786153927
s19,task2,0.8892793248001417,0.0340881968146081,18,0.0476974054834581,0.0262624251300471,0.0003757405019777,0.0001907668114327,s19,0.24913292151191616,0.5285457130221579,0.9999999989999999,0.1658375999542544,0.15910862852294708,0.044114150721301044,0.03625081451118655,0.5077089372077142,0.4518641541123448
s19,task3,2.317946097131164,0.0594031206173108,8,0.2498967946920031,0.1403883343652867,0.0084058224218009,0.0052054650329503,s19,0.9999999947442813,0.9999998137643611,0.0,0.999999958745555,0.9999999263189837,0.9999988096202898,0.9999980781550134,0.6192689746609933,0.999999950866295
s2,rest0,0.1418901477848803,0.0007363976846393,18,0.0097899598813452,0.00625568537059,5.197409031539113e-06,1.7758607019042588e-06,s2,0.0,0.0,0.999999999090909,0.0,0.0,0.0,0.0,0.34168185521787126,0.035151828416987434
s2,task1,0.1471855608461472,0.0031195573999271,9,0.0189826974142437,0.0148405805196265,2.185169726850291e-05,7.183964650469154e-06,s2,0.07801025836279563,0.5430183942873552,0.18181818165289254,0.9999989121859418,0.9999988351647658,0.2787661973137341,0.12447007270541624,0.3287600149972846,0.0
s2,task2,0.1811562808358532,0.005125115102272,7,0.0185987379946012,0.0093748552015049,6.493026306997343e-05,4.521489090665295e-05,s2,0.5784555706559849,0.9999977214351569,0.0,0.9582312667384401,0.363331892055321,0.9998326159645208,0.9997698452657544,0.6963608042303078,0.9999999727965772
s2,task3,0.2097711212914338,0.0020457066193433,7,0.0177409650383333,0.0100779278718251,3.2463223722373964e-05,1.378903756390804e-05,s2,0.9999998526833367,0.2983345307442784,0.0,0.8649215186790975,0.4452282739156504,0.4563862093580926,0.27648895281190466,0.4247587133389279,0.26114931888597304
s20,rest0,0.1019760333254254,0.0011015390181133,103,0.003771186258049,0.0007807289919013,6.309938357019965e-07,2.2576079034571847e-07,s20,0.0,0.0,0.9999999998947369,0.0,0.0,0.0,0.0,0.3577854802798097,0.0
s20,task1,0.2467450235517297,0.0166133837329075,11,0.0110051174239272,0.0083054942194604,1.1002452777048826e-05,4.373345220417675e-06,s20,0.14292121091400867,0.9999993553317651,0.031578947365096956,0.2955721014634044,0.28750091466566285,0.06937525012935104,0.04820682583443415,0.3974881702789332,0.14188938150781386
s20,task2,0.8440177552225336,0.010720055757934,8,0.0282455130782778,0.0269537321675627,0.0001501189620882,8.625304613903872e-05,s20,0.7325705682996538,0.6200752209629182,0.0,0.9999995914087448,0.9999996179270635,0.9999331094588315,0.9998837713212421,0.5745646277103721,0.7747248147012901
s20,task3,1.1149046803139768,0.0117621997735915,8,0.0233460581563325,0.0098816384681053,4.4534599042321855e-05,2.8395254533920008e-05,s20,0.9999999901276365,0.6872589352781105,0.0,0.7998121478047264,0.34772112080190454,0.2936735911518735,0.3274103039096202,0.6375998550999806,0.9999999642620232
s21,rest0,0.3620358621087459,0.0012680852607155,17,0.0052626567476578,0.0024150742081067,5.031655700569575e-06,3.593790112314215e-06,s21,0.0,0.0,0.999999999090909,0.0,0.0,0.0,0.0,0.7142359517308492,0.6832034718125805
s21,task1,0.5062249547525352,0.0053114292319365,14,0.0183209548119599,0.0132220027474756,0.0001644370170802,8.898769523175522e-05,s21,0.22960219650997596,0.18704881786050767,0.7272727266115702,0.16932336308737672,0.13945265000212242,0.13285517401157568,0.1100359488415184,0.5411658291465351,0.0
s21,task2,0.6312053431947536,0.0097001009775765,6,0.0352668109147139,0.0334690110464973,0.0004454327904977,0.0003538907006604,s21,0.42861705388129323,0.39007281676898553,0.0,0.38905562310961,0.400720127771382,0.3670489429714049,0.4513817804033863,0.794487310802818,0.9999999605244706
s21,task3,0.9900311188592728,0.0228845923682245,12,0.0823831210059181,0.0799103899635113,0.0012048647372033,0.0007796383978881,s21,0.9999999840763131,0.9999995373907854,0.5454545449586776,0.9999998703327477,0.9999998709599592,0.9999916655768124,0.9999871143088388,0.6470754543374723,0.4180838526509221
s22,rest0,0.5477665836971635,0.0102554985999908,6,0.036245338242968,0.0296157219579211,0.0002141693624336,0.0001349201954942,s22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6299696339902975,0.1026431001561186
s22,task1,1.1523282294884376,0.0461962622799631,14,0.119307996562798,0.0666344653193759,0.0027951356019641,0.0018603188432155,s22,0.30337405772711756,0.4481092242185928,0.9999999987499999,0.33742906912390375,0.27253944368033156,0.2803049076753621,0.2994324680513821,0.6655558468228611,0.9999997478358678
s22,task2,1.483422045954634,0.0404329944110679,11,0.1102786422377733,0.0681263267500404,0.001845110813676,0.0011854781920469,s22,0.46951968619853796,0.3762528352812122,0.6249999992187499,0.3007487282064302,0.28352282797275474,0.1771278081489293,0.18231796701263114,0.6424970156901222,0.41853873364911676
s22,task3,2.5405593995592626,0.0904608531350444,8,0.2824086435005798,0.165444650556897,0.0094218691415277,0.0058971398526509,s22,0.9999999949819169,0.9999998753200605,0.24999999968749997,0.9999999593765627,0.9999999263779862,0.9999989139536063,0.9999982645606658,0.6258991462779767,0.0
s23,rest0,3.1468342439214134,0.00987979329718,9,0.0389260185595561,0.0359166684461988,0.0004819757963802,0.0003347874718576,s23,0.9999999371307652,0.0,0.39999999973333333,0.0,0.0,0.0,0.0,0.6946146957530888,0.9999999633398016
s23,task1,3.0867419297130527,0.0867606944066089,8,0.2814493631916754,0.2493852242704531,0.0068740714893188,0.0040986560385849,s23,0.6222041558889444,0.6855953836099585,0.3333333331111111,0.45034632786338524,0.9999999531546954,0.9999984355702987,0.9999973431661456,0.596248678000702,0.6393881898644513
s23,task2,2.987773943584341,0.0576826244667581,18,0.1299720572251234,0.0704414456114464,0.0015201559739453,0.0006412615537625,s23,0.0,0.42628793237869,0.9999999993333333,0.16906516459989376,0.16173237044029878,0.16241599051029218,0.0814250716306663,0.42183931407800085,0.0
s23,task3,3.095541665752209,0.1220172085881985,3,0.5774523151528452,0.1468235407860938,0.0049909372616218,0.0024843619122508,s23,0.677527423022701,0.9999999108237061,0.0,0.9999999814308049,0.5195466222938093,0.7053953238324389,0.571106214582863,0.4977746225857655,0.278380348173833
s24,rest0,0.2516328965659117,0.0006284099785972,15,0.0079174692236958,0.0047471354002105,1.2539239305288198e-06,3.876319529507517e-07,s24,0.12897998358072196,0.0,0.874999999453125,0.0,0.2849421605633021,0.0,0.0,0.30913489596803456,0.0
s24,task1,0.1967060270517051,0.0135731516940527,1,0.4291866600709344,0.0,0.0005412793961373,0.0002069034812478,s24,0.0,0.8365962706838621,0.0,0.9999999762622096,0.0,0.9999814826978695,0.6125617503881755,0.38224895006546356,0.17411474473922423
s24,task2,0.3285659549797954,0.0071344101068355,17,0.0288938508868177,0.0123785155917259,0.0001369458071188,7.675599918174599e-05,s24,0.30963518382786054,0.4204715369372178,0.999999999375,0.049793295168351015,0.7430082944582742,0.2512647597643676,0.22652179415618606,0.5604844736478567,0.5985671031142146
s24,task3,0.6225617815613252,0.0161015047115098,8,0.0287287234604403,0.016659986508856,0.0004629458486985,0.0003375123765954,s24,0.999999976517871,0.9999993537172938,0.4374999997265625,0.04940131914436136,0.999999399759778,0.8549288862106387,0.9999703382693155,0.7290536826611788,0.999999976185872
s25,rest0,0.2207466495077224,0.0017732140135095,9,0.0061951561144117,0.0036519832270683,1.1175529666981283e-06,5.427322870989646e-07,s25,0.0,0.034026207320599425,0.3636363633057851,0.0,0.0,0.0,0.0,0.4856430233096443,0.9999999127211354
s25,task1,0.2877323423538097,0.0016408475130764,16,0.011447589969929,0.0112664047057851,2.1769966286557084e-05,8.343798201207604e-06,s25,0.30720214578293675,0.0,0.999999999090909,0.15679740609091666,0.32735495240991924,0.7449559935067822,0.7513512868398188,0.38327104911911763,0.10650894508393803
s25,task2,0.3456211993301591,0.005530971349796,9,0.0184153239457862,0.0138821691304081,2.0919046626118813e-05,7.762384088380216e-06,s25,0.572685420262419,0.9999974293943551,0.3636363633057851,0.3648005230836882,0.43981043456722235,0.7142623553726518,0.6953530108773468,0.3710677573432342,0.0
s25,task3,0.4387975019955714,0.0054705933502991,5,0.0396933651632125,0.0269124170439741,2.8830550700618543e-05,1.0915446805257174e-05,s25,0.9999999541391403,0.9844766267610414,0.0,0.999999701476667,0.999999570085589,0.999639288647787,0.9990368607378628,0.3786069347061086,0.06580108404089428
s26,rest0,1.8331420319350789,0.1130731579803855,4,0.6541919010010269,0.4155114283435669,0.0304567700302689,0.0185112755276919,s26,0.7835852778091911,0.725130684391334,0.0,0.9999999819700558,0.9999999724319053,0.4650335424846666,0.3979692683833768,0.607788531373715,0.2715105615255395
s26,task1,2.094932583909167,0.1024472537925412,6,0.5150817482264796,0.3923247140483873,0.0229500003684109,0.0161360510370042,s26,0.9696459445478324,0.6324876700528927,0.24999999968749997,0.7491851538247541,0.9360786188265192,0.34291924358342674,0.34378491966826713,0.7030958944345496,0.9583878971070497
s26,task2,0.7306240952204379,0.0299026217987804,12,0.0995590218563778,0.0527732767220043,0.0018696207784559,0.001065899229542,s26,0.0,0.0,0.9999999987499999,0.0,0.0,0.0,0.0,0.5701152026413611,0.0
s26,task3,2.137641250980809,0.1445999180525041,10,0.5941515606385389,0.2003543694975925,0.0633429167663903,0.0449018777947299,s26,0.9999999928927662,0.9999999128139944,0.7499999990624999,0.8917475837845069,0.40685295452744935,0.9999998373277662,0.9999997718769366,0.7088697534977727,0.999999927930297
s27,rest0,1.06128117991303,0.0182434588563626,4,0.0857901229245461,0.0358305248593649,0.0004592221086982,0.0002512911100021,s27,0.11098623047226026,0.008126922895311183,0.0,0.011156668949909423,0.0,0.0,0.0,0.5472103905607857,0.0
s27,task1,1.0041815168080026,0.0232855840143139,14,0.1077091804070362,0.0746956599052159,0.0029892999738822,0.0018618567628216,s27,0.09586751246791679,0.01608832449677071,0.7692307686390532,0.050866137126104674,0.08141762732516812,0.041255215005762166,0.03992236463647182,0.6228403902137558,0.6888757516695544
s27,task2,0.6421136044980816,0.0130965055385364,17,0.0796318015151253,0.0413711524923182,0.0011331183491782,0.0006411020221981,s27,0.0,0.0,0.9999999992307692,0.0,0.011606926239549432,0.010988489593602022,0.009662551382938563,0.565785579323887,0.16919208224646246
s27,task3,4.4188665631441735,0.6464177887423548,13,0.631617463678571,0.5131858041584534,0.0617866797956469,0.0405937224329326,s27,0.9999999973522229,0.9999999842102261,0.6923076917751478,0.9999999818835876,0.9999999790512429,0.9999998369409274,0.9999997521220909,0.6569979575943419,0.9999999089150133
s28,rest0,0.3496979042991441,0.0013110246136957,42,0.0050895859281589,0.0015734608718899,8.271657156720277e-06,5.58221257327591e-06,s28,0.9112413570347827,0.0,0.9999999997560975,0.0,0.02033566691822387,0.0,0.0,0.6748601631633754,0.999999959656697
s28,task1,0.3232616781111325,0.0134603037642727,6,0.0430948252863006,0.0298688131760809,0.0001768972355424,9.328775378053672e-05,s28,0.7286564435335251,0.9701669428443405,0.12195121948245093,0.05266262704281961,0.38602945064778166,0.18614980852451246,0.22795689656999196,0.5273556308957762,0.40491795519214124
s28,task2,0.217760483159055,0.0058292429066101,8,0.05366519375965,0.0773744315768257,0.0002200268938601,9.872833911212152e-05,s28,0.0,0.3607972106009234,0.1707317072754313,0.0673096436652245,0.9999998707583565,0.23376166975237772,0.2420976102653955,0.4487103232306946,0.08763680723280756
s28,task3,0.3625491398734576,0.0138338894036341,1,0.7267633983760954,0.0,0.0009141211889084,0.0003903183752336,s28,0.9999999309338209,0.9999992014613124,0.0,0.9999999861433244,0.0,0.999988960760858,0.9999740088375909,0.42698755869854854,0.0
s29,rest0,0.8799186726542565,0.0070420785891663,10,0.0169867258387923,0.010771034648212,5.893117484652674e-05,4.01880641000597e-05,s29,0.0,0.0,0.9999999987499999,0.0,0.0,0.0,0.0,0.6819491300278931,0.5448878261777473
s29,task1,1.2162819445218145,0.0433634922487411,2,0.2432068908925851,0.0988244942364018,0.0021232292800118,0.0016738875767653,s29,0.23798414460042108,0.3469921350709349,0.0,0.9246871058093042,0.5971567884078963,0.21571950133156784,0.268884980418361,0.7883687323526494,0.9999999572341823
s29,task2,1.509280578456658,0.0244063676511367,9,0.1086966138240492,0.1047868180666876,0.0010962461388398,0.0006079091907652,s29,0.44528688868102706,0.1658875888497707,0.8749999989062499,0.37486910539127855,0.6375917942167866,0.10839958928242423,0.09343926642752558,0.5545371323761622,0.0
s29,task3,2.2933038796917904,0.111717102944483,10,0.2616318110635175,0.158225531232576,0.0096282836683764,0.0061160083693977,s29,0.999999992924788,0.9999999044662363,0.9999999987499999,0.9999999591244616,0.999999932182473,0.9999989549983077,0.999998354134415,0.6352127315120762,0.34501579638452795
s3,rest0,0.5019790253173629,0.0009420290695515,98,0.0062043775436492,0.0015607656294462,1.599245613472038e-06,4.33362321861989e-07,s3,0.018284685462647863,0.0,0.999999999883721,0.0,0.0,0.0,0.0,0.2709790461404445,0.0
s3,task1,0.4794208708088804,0.0057239274300967,12,0.0269903032689847,0.0204061944499175,0.0001005351642135,4.266944812705752e-05,s3,0.0,0.20764172198347175,0.0,0.12407783758544869,0.19272874175444793,0.031471641528340144,0.034080116263495275,0.4244231163935841,0.9999999348296789
s3,task2,0.9491928478865364,0.0079390203903003,14,0.0793472388987427,0.0638911792288904,0.0006399640768844,0.0002640970843427,s3,0.3807772855178027,0.30382647580532035,0.02325581395078421,0.4366131290794747,0.6374417000798596,0.20306466466721929,0.2127491250581443,0.4126748570259677,0.9234361511487763
s3,task3,1.7131393491342364,0.0239715832383838,13,0.1737276426895499,0.0993428956928204,0.003145242191423,0.0012397409009899,s3,0.9999999918944232,0.9999995657755427,0.011627906975392104,0.9999999403068023,0.9999998977318354,0.9999968189872825,0.9999919310429426,0.3941638910912742,0.802799591535948
s4,rest0,0.1464181467851585,0.0014224876429269,44,0.0051201563098308,0.0020531945076705,8.490986276376531e-07,2.580152546881132e-07,s4,0.0,0.0,0.9999999996969696,0.0,0.0,0.0,0.0,0.30386923546999745,0.0
s4,task1,0.1613580407935226,0.0028104011908119,11,0.0238608620275447,0.019380733412465,4.412016290400214e-05,2.5121661618801302e-05,s4,0.026829225249723573,0.03858893689378383,0.0,0.26590376963775614,0.3291800103925728,0.04228753891501534,0.05415922091836808,0.5693918470806614,0.9999999623384255
s4,task2,0.343034707169854,0.0097595482365589,15,0.0215712707993448,0.0202282127224591,0.0001574889484512,8.565595761894836e-05,s4,0.35308617205942866,0.23179996017588717,0.12121212117539026,0.23341774975791568,0.3452800029884143,0.1530795199015746,0.18601801034121965,0.5438855101734613,0.9039390815272982
s4,task3,0.7032696250150702,0.037389095528909,11,0.0755994243706292,0.0546916751746161,0.0010240971407503,0.0004593322846091,s4,0.9999999820418904,0.9999997219644051,0.0,0.9999998581143242,0.999999810024948,0.9999902272940077,0.9999782175067465,0.4485241349507609,0.5447931276185991
s5,rest0,0.2069786796214701,0.0007031682987339,24,0.0057047015464666,0.0022058488552152,9.393734362306696e-07,3.9064858181996755e-07,s5,0.0,0.0,0.9999999995454545,0.0,0.0,0.0,0.0,0.415860349987256,0.1280695085114304
s5,task1,0.2532872374722912,0.0080584229976595,7,0.0360930081626306,0.0194603802759499,5.8095071805720345e-05,2.2866841749914472e-05,s5,0.2991356907508513,0.7061102408418007,0.22727272716942148,0.31151724936331066,0.2656342736751066,0.28247730896044093,0.23031833243358915,0.39361069098553364,0.0
s5,task2,0.3047357693590849,0.0111197395540304,9,0.037087736375867,0.0295427354539904,7.611877762484649e-05,4.3185364864794466e-05,s5,0.6314736610597312,0.9999990399921285,0.3181818180371901,0.32171442819152013,0.4208525771657962,0.3715548298817701,0.43852656086150116,0.5673417998157161,0.9999999424397882
s5,task3,0.3617865353581979,0.0043140398774934,2,0.1032540461272246,0.0671618070065181,0.0002032666818021,9.796816118060702e-05,s5,0.9999999354037991,0.3466465138860686,0.0,0.9999998974877893,0.9999998460495582,0.9999505775772113,0.9998975278728426,0.4819686130067297,0.5085900707723157
