Sample,Task,Mean Tonic,Max Slope,Num Peaks,Mean Amplitude,Std Amplitude,Total Power,EDASymp Power,subject_id,Mean Tonic_norm,Max Slope_norm,Num Peaks_norm,Mean Amplitude_norm,Std Amplitude_norm,Total Power_norm,EDASymp Power_norm,EDASymp_Ratio,EDASymp_Ratio_norm
s1,rest0,2.452925372831344,0.0366357220020507,19,0.1418665832339153,0.1126383077413705,0.0063437061783405,0.0040824974214708,s1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6435508370116886,0.39668540008760456
s1,task1,3.487327542460525,0.1671130089248227,25,0.2054038715643239,0.1455919043519536,0.0200033539687524,0.0116608753353682,s1,0.30861511314268664,0.9999999233583142,0.9999999983333333,0.2428308256703191,0.31645500608434374,0.4435948800294783,0.3365001662802605,0.5829460076045706,0.0
s1,task2,5.3446989732129655,0.0777105869412332,19,0.2627020781375828,0.1953024141258509,0.027754794894031,0.0204198705666355,s1,0.8627640806135758,0.3148046894586898,0.0,0.4618167342167797,0.7938274719444864,0.6953216858786109,0.7254228863209754,0.7357240665572821,0.9999999345455793
s1,task3,5.804680107100561,0.0604169342471203,22,0.4035190555949086,0.2167718901225891,0.0371367652721591,0.0266036588005827,s1,0.9999999970164881,0.18226321977796203,0.49999999916666665,0.9999999617813677,0.9999999039695091,0.9999996752515973,0.9999995559733624,0.7163698454859964,0.873318001700386
s12,rest0,0.4071010639251691,0.0056542779116756,37,0.0129852663643758,0.0101661635873711,7.211067266337903e-05,4.743719846913675e-05,s12,0.0,0.0,0.9473684205540166,0.0,0.0,0.0,0.0,0.657838792223452,0.7867122968509284
s12,task1,0.8790474481195619,0.0158553411491144,38,0.0633706883535607,0.039838994025574,0.0011565834974183,0.0006058161353022,s12,0.12275131935772783,0.09122375053111297,0.9999999994736841,0.138579171085977,0.13543909256596695,0.017534667804016704,0.013004987017862126,0.5237980103733897,0.0
s12,task2,1.6703537787851028,0.0897363596912031,19,0.1065799067623392,0.1720808028116442,0.0060549009822682,0.0033223824272082,s12,0.32856685128753393,0.7519101366063139,0.0,0.2574210391097627,0.7390455000695784,0.09673478046231214,0.07627547777056318,0.5487096215758275,0.1462112544915601
s12,task3,4.251836790076598,0.1174789098283616,29,0.3765710795031567,0.2292523116236888,0.0619194556882228,0.0429831822335291,s12,0.999999997399041,0.9999999105742722,0.5263157891966759,0.9999999724961773,0.9999999543558566,0.999999838311598,0.9999997670938826,0.6941789419025918,0.9999999413079896
s16,rest0,0.0907350858849616,0.002915796364395,81,0.0042541567784683,0.002354252155476,1.2321934479006596e-05,6.0830458277116165e-06,s16,0.6079239492582634,0.0,0.9999999998333333,0.0,0.0,0.0,0.0,0.49367616297582145,0.46988944462488774
s16,task1,0.0563531398246829,0.014520277879302,28,0.0242078366407171,0.0250762295200407,0.0002973455187505,0.0001630270762688,s16,0.0,0.8596653883534142,0.11666666664722222,0.9999994988395595,0.9999995598976515,0.9999649164149356,0.999936287077357,0.548274870277496,0.7287240987318886
s16,task2,0.0813934682146992,0.0164146216927941,26,0.0232662323444366,0.0245950594196791,0.0001808938805208,7.137302968790924e-05,s16,0.4427502532548365,0.9999992591953486,0.08333333331944444,0.9528100164540503,0.9788231507816076,0.5914108208428844,0.4159815691047436,0.394557455939727,0.0
s16,task3,0.1129094574742657,0.006612118154452,21,0.0203504456877639,0.0226748018519122,0.0001208182503573,7.315520113703247e-05,s16,0.999999823185125,0.2738252375210926,0.0,0.8066823239419404,0.894312164266336,0.3806439727290209,0.4273363042721985,0.6054979302811465,0.9999999525932634
s2,rest0,0.1418869686705875,0.0007256810128517,115,0.0046296984795575,0.0034006846100014,5.375457024475978e-06,1.775316701605405e-06,s2,0.0,0.0,0.9999999998863637,0.0,0.0,0.0,0.0,0.3302633363560625,0.03835266772161513
s2,task1,0.1470977955244383,0.002822781951964,36,0.0114517248926198,0.0113649898843472,2.1442080991487126e-05,6.774792763899843e-06,s2,0.07691349031805375,0.44366798793163725,0.10227272726110538,0.999998534162031,0.999998744399279,0.27225223162411955,0.11738823101801753,0.3159577864961785,0.0
s2,task2,0.1812521583184048,0.0054524058599812,27,0.0108008432092038,0.0074279779214494,6.437920273802173e-05,4.435456111680649e-05,s2,0.5810429357498738,0.9999978843746639,0.0,0.904589825675846,0.5056672385158444,0.9998305479532084,0.9997651989337375,0.6889579016431843,0.9999999731903575
s2,task3,0.2096361510723744,0.0016630001984697,39,0.0099510970067642,0.0073719046636501,2.784695345878157e-05,1.1858411726575302e-05,s2,0.9999998523967646,0.1983016217182618,0.1363636363481405,0.7800308009229772,0.49862667622420315,0.3807841065263476,0.2367521463088227,0.4258423212537606,0.29459650908769724
